,alpha,delta,u,g,r,i,z,run_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
21325,112.406161193523,45.07120090715,21.82564,19.55951,18.0675,17.48544,17.11671,4264,5,57,6.690247433983908e+18,GALAXY,0.2168917,5942,56210,546
86233,128.421198667961,47.9431992839051,18.2728,17.33111,16.93055,16.77312,16.69876,2074,6,78,3.574840312243265e+18,STAR,-0.0002389913,3175,54828,393
88126,9.39178056931627,11.7444109929266,23.13713,23.67111,20.8025,19.73759,19.09147,7787,2,263,6.368298055335433e+18,GALAXY,0.5477314,5656,55940,757
29823,349.981033562347,0.733397184362125,23.04795,22.68245,23.04587,22.42399,20.86873,4188,5,43,9.866523789566958e+18,QSO,0.7003995,8763,57309,956
92484,37.9736166536572,-0.617545065723753,21.99044,21.88554,20.98069,19.97391,19.83017,2700,2,119,4.0701549132835937e+18,GALAXY,0.5916466,3615,55179,97
68424,0.113554505157992,27.424833632203,20.18417,19.10866,18.61352,18.44572,18.31673,4152,2,110,3.1796175527959854e+18,STAR,-4.454236e-05,2824,54452,277
64483,210.270589655797,5.10804160222533,17.91878,16.75201,16.19374,15.89084,15.65053,2247,5,330,9.639245660050163e+17,GALAXY,0.02436606,856,52339,561
51019,240.934881353285,39.6723732465339,22.04193,21.49009,20.12961,19.36478,18.99726,3187,1,106,5.845944272348797e+18,GALAXY,0.6213083,5192,56066,989
26753,358.172818964912,14.9164314739524,19.85822,17.77323,16.70307,16.25583,15.83161,2566,4,297,8.433515692514611e+17,GALAXY,0.1056302,749,52226,191
49963,107.636248372339,40.561909613062,20.58404,18.06457,16.84555,16.36956,16.05834,6573,6,175,3.313670835927017e+18,STAR,5.936093e-05,2943,54502,536
42731,216.942995583291,2.91561933486817,25.44168,22.67206,21.3239,19.98663,19.44994,1458,5,615,4.5342620774524733e+18,GALAXY,0.6060806,4027,55629,957
29056,156.719225812864,58.823623198869,23.96653,20.88064,19.17543,18.51996,18.05901,2304,2,103,7.981612853257065e+18,GALAXY,0.3784266,7089,56661,394
55317,155.337833375673,43.2008991708735,22.5718,23.00387,21.76293,20.70581,19.92162,3698,3,28,9.331485765295954e+18,GALAXY,0.7281789,8288,57419,99
35496,151.625852245562,6.08333265784236,18.7272,17.18022,16.40787,15.98067,15.68438,3015,3,250,1.1202811733653852e+18,GALAXY,0.1223327,995,52731,39
56337,156.82393513145,30.540116474765,23.08112,23.09179,22.04895,21.42432,21.10787,4576,1,288,1.1776970337098684e+19,GALAXY,0.8031286,10460,58161,208
79277,38.2072662908458,-3.52305798312561,25.38282,21.93697,20.3527,18.95236,18.42638,7865,5,169,4.89094254878342e+18,GALAXY,0.6698136,4344,55557,121
5464,233.653486505144,17.1298699148307,23.75579,22.1678,21.4598,20.39454,19.54855,5323,4,35,4.4338601681121674e+18,GALAXY,0.7211892,3938,55328,241
70155,219.15596709128,42.6238059364918,21.244,20.41709,20.4439,20.4555,20.09519,3699,5,184,9.572665016798435e+18,QSO,2.513567,8502,57512,960
70669,357.971725323897,-3.65638196497347,21.55803,21.58694,21.28144,21.24366,21.33555,7907,1,58,8.889121180264716e+18,QSO,1.281707,7895,57659,514
56013,224.650561771591,14.8121393362101,20.09282,18.7197,17.8006,17.32518,16.96205,5322,6,99,3.11200033785934e+18,GALAXY,0.1604701,2764,54535,47
12085,154.414667378593,42.5270104492025,25.84566,24.04294,21.4506,20.03534,19.79292,3698,2,22,5.135249085629225e+18,GALAXY,0.5790946,4561,55614,71
56818,349.225100064779,-0.915284115369012,22.34755,23.04289,21.80186,21.24776,21.54531,2662,1,210,1.0371949225579928e+19,GALAXY,0.7327321,9212,57715,579
20000,126.132430239357,58.6166378017587,21.9332,21.71128,21.43136,21.34388,21.34842,4264,3,163,9.197635062182728e+18,QSO,2.04264,8169,57071,577
69066,229.083840147471,50.4989000522987,22.78159,21.81788,20.04819,19.21211,18.84782,3225,2,126,7.574191838342699e+18,GALAXY,0.5037229,6727,56369,957
50452,119.856295585403,18.8962240583807,20.05409,17.78834,16.70313,16.16463,15.8314,6597,4,167,5.055551810175261e+18,GALAXY,0.1058866,4490,55629,950
90709,152.142218112016,31.7085796056829,19.62163,19.27685,18.85108,18.75135,18.79381,4518,1,158,1.1766988420450376e+19,QSO,1.109701,10451,58141,758
52884,336.588629687962,-1.69275287276462,24.21653,23.25582,22.74287,21.91955,22.94394,8038,5,63,1.0403449683490134e+19,GALAXY,0.9101648,9240,57687,489
30963,223.901423483494,40.5595778768294,25.42816,22.36722,20.691,19.70866,19.26077,3699,4,212,5.816584563091331e+18,GALAXY,0.4950352,5166,56065,675
34573,231.680839880081,36.5550069585242,24.26288,24.42445,21.30794,20.3117,19.60901,3926,3,39,1.2096909254843455e+19,GALAXY,0.6002356,10744,58199,875
15294,224.673362335998,42.1475359183711,20.82491,20.58211,20.36408,20.37712,20.48068,3664,3,92,9.595055208133843e+18,QSO,0.9823961,8522,58193,495
27918,152.185869723785,19.8866063331392,24.8243,23.753,21.36504,20.08455,19.4096,5183,5,144,6.635006592462117e+18,GALAXY,0.6534456,5893,56034,285
46120,227.009578117479,20.1520456310123,18.67522,16.829,15.9313,15.51058,15.15201,4670,1,196,2.4240977544699187e+18,GALAXY,0.06121095,2153,54212,128
35073,147.94053287235,16.7068036292396,18.13405,17.80046,17.86195,17.6811,17.78342,5935,5,211,1.0790734239215407e+19,QSO,0.5573294,9584,57786,398
10550,345.907733889351,11.2305423360246,20.52575,18.43673,17.21592,16.68871,16.28838,7773,2,218,6.928880490327071e+18,GALAXY,0.1397901,6154,56237,336
91127,341.286526468125,21.0681130512088,21.95162,22.34223,21.87719,21.554,20.93653,8102,4,112,8.539062504726485e+18,QSO,0.8873914,7584,56957,864
690,240.201831588421,27.9862150408061,20.22885,18.44836,17.36108,16.84735,16.51489,3927,4,85,1.5673750383388529e+18,GALAXY,0.1695982,1392,52822,445
77729,348.414491239461,13.2544438618169,23.45575,20.51566,19.23601,19.12796,18.4053,2566,1,233,8.377256435494687e+17,STAR,-0.000630436,744,52251,204
36096,223.211911571708,40.7595695339941,19.94085,18.18117,17.17754,16.75606,16.42237,3699,4,208,1.5729031129082368e+18,GALAXY,0.1562323,1397,53119,76
65351,136.179319770267,37.0117880576708,25.53895,23.94091,21.56067,20.22399,19.51188,2964,1,75,9.975480171699132e+18,GALAXY,0.8111341,8860,57458,25
11040,19.8062272525644,11.5236841610038,24.61644,22.25414,20.439,19.38019,18.83102,7773,2,440,5.254579636608981e+18,GALAXY,0.5356874,4667,55868,17
4221,356.458372479554,26.6001440661946,21.87594,22.12268,20.79023,19.69232,18.75603,8103,2,74,7.336395514190256e+18,STAR,-0.000165713,6516,56571,115
821,7.92070015082294,15.2034975109681,22.94501,22.6326,20.86606,19.64455,19.09916,1904,4,202,6.971640223190243e+18,GALAXY,0.5859121,6192,56269,247
38128,338.023126079259,0.0357289392280725,23.49274,23.27906,21.05539,19.69813,19.19312,4192,4,209,4.731040021121096e+18,GALAXY,0.7234246,4202,55445,31
89151,161.424664750467,39.0039244143206,19.42688,18.35927,17.85124,17.52634,17.36271,3647,1,145,1.6134723417848156e+18,GALAXY,0.1368588,1433,53035,210
29231,317.333589415347,-1.29181046946629,23.78089,22.53116,22.01167,20.81348,19.74146,7778,4,32,1.0289732699276204e+19,GALAXY,0.6710656,9139,58038,485
50556,23.2378984938538,34.2308611374713,22.91572,22.15885,20.59829,19.23853,18.54032,7781,5,82,7.431199804699728e+18,STAR,3.132999e-05,6600,56566,947
33684,249.319200445693,39.282893309598,23.15484,23.48244,21.36428,20.2692,19.49484,2328,3,59,1.2078814043051416e+19,GALAXY,0.7482923,10728,58248,581
58753,130.988093469371,18.3694228438759,19.66854,17.60861,16.68963,16.24953,15.91881,5061,3,114,2.56496580142566e+18,GALAXY,0.09607875,2278,53711,603
27022,168.269286746152,64.4807794724595,23.231,21.13453,19.47034,18.75517,18.35489,2078,5,55,8.005245757610547e+18,GALAXY,0.4238178,7110,56746,354
36905,117.189257039378,20.5159347196782,22.34777,22.05795,21.6888,21.01358,21.28837,3605,3,47,1.0081316961881709e+19,GALAXY,0.9787375,8954,57453,33
270,131.07991966703,43.5072323343369,24.18559,24.28872,21.95005,20.68925,19.65184,2825,5,175,7.637027277176592e+18,STAR,-6.162505e-05,6783,56284,175
8866,241.117964445339,53.0670023714994,16.59483,15.22875,14.74672,14.60013,14.56466,1412,3,369,2.4500643713473843e+18,STAR,-9.863639e-05,2176,54243,386
15006,18.9832574925952,0.844620559295226,22.03848,19.53211,17.95508,17.19673,16.7283,4263,6,242,1.2160632027108083e+18,STAR,8.075086e-05,1080,52614,332
4688,32.2020098329992,-1.13457754735605,18.89875,18.152,17.93439,17.71705,17.60612,4263,1,331,4.548781612938301e+17,GALAXY,0.0355881,404,51812,53
81995,118.78057439096,31.652844353521,23.92408,22.81421,21.28314,19.86906,19.25877,2822,2,77,4.2246035874714967e+18,GALAXY,0.7670774,3752,55236,826
84372,225.593565476675,55.0379845354767,22.77836,22.04111,21.87964,21.56218,21.60257,2299,2,202,9.47459435842898e+18,QSO,0.822184,8415,57893,533
2514,227.660023852935,10.3507455013649,21.22776,19.50095,18.82542,18.68063,18.57707,3836,6,520,6.175612767799892e+18,QSO,3.436738,5485,56063,188
36399,213.421851584846,19.9386141551,24.3541,22.93618,21.16719,20.06457,19.64855,5183,3,527,6.637367793884092e+18,GALAXY,0.5584906,5895,56046,683
38868,169.484951663996,3.04669746113572,21.54257,21.42397,19.51191,18.86771,18.45251,1992,5,131,5.743774925932728e+17,GALAXY,0.3236684,510,52381,613
58244,118.592085438211,14.5716657813199,20.03047,18.53448,17.80746,17.42984,17.1737,5045,4,46,2.54913970544682e+18,GALAXY,0.05060611,2264,53682,372
30409,347.070225369672,0.631813855691486,24.23239,23.39886,21.42137,20.01926,19.60259,4188,5,23,4.739052712662161e+18,GALAXY,0.6283069,4209,55478,509
54794,41.0608596014664,-0.542829566029587,22.23567,20.85005,19.87324,19.39475,19.02422,2700,2,140,1.2047192659832607e+18,GALAXY,0.2744302,1070,52591,23
19263,238.130485785458,54.143082956139,24.55357,21.30493,19.46505,18.75294,18.36268,2206,2,126,7.5538478505785e+18,GALAXY,0.4082735,6709,56429,674
83909,120.422411253365,21.8643617205439,22.68497,21.34158,19.47351,18.85299,18.41129,3560,1,73,5.033957951360227e+18,GALAXY,0.367747,4471,55617,216
26973,258.315589559053,38.2574022250869,23.60459,20.31595,18.71032,18.12357,17.76474,4679,3,207,5.6173044028159e+18,GALAXY,0.2677267,4989,56069,690
7129,150.849384229126,17.7340708643592,23.00365,20.40095,18.71148,18.11993,17.7051,5194,1,248,5.996806337576851e+18,GALAXY,0.3130477,5326,56002,958
7144,11.8616342051801,-3.10435522758276,22.58051,22.38366,23.10257,22.37435,21.0804,7778,2,396,1.0526296474786224e+19,GALAXY,0.943078,9349,58068,939
45465,9.68148150870516,-5.31629946316271,22.22776,21.44205,21.20543,21.24674,20.94701,7881,3,86,7.925227696468284e+18,QSO,2.194538,7039,56572,66
1966,222.159362892524,-2.34643114622691,21.27183,20.35372,19.99006,19.83299,19.50661,2379,3,87,4.5295806267693686e+18,QSO,2.238715,4023,55328,310
15152,230.212340541229,60.278383640823,21.32412,19.99506,19.70704,19.61873,19.59468,2206,5,77,7.859917253369944e+18,STAR,-0.0004333394,6981,56443,36
19113,6.83161773249162,20.5594798778711,21.64511,22.83868,22.68703,20.96269,19.93199,7923,5,224,8.544629057035458e+18,GALAXY,0.7897244,7589,56946,635
76206,258.630399482096,28.0508633597842,20.02706,18.18532,17.03145,16.56561,16.17513,3225,6,337,1.1000394337904497e+18,GALAXY,0.1383062,977,52410,128
32141,357.881176825717,18.4567619890971,26.23762,24.68935,23.0659,21.01547,19.79739,7713,6,217,8.555744020231641e+18,GALAXY,0.8805777,7599,56955,111
21934,195.233455688311,0.548124041851853,19.73799,18.85773,18.58872,18.49534,18.468,752,5,345,4.5622872537838607e+18,STAR,0.0001102772,4052,55589,512
40359,115.580988814083,46.3191625824832,23.49835,22.61188,20.60487,19.85036,19.27259,4294,2,46,7.192394121172244e+18,GALAXY,0.4306739,6388,56309,529
53841,200.727114329108,58.1434869045921,19.2283,18.35259,18.17517,18.10897,18.13101,2989,1,97,9.233694388684872e+18,STAR,-0.0002617721,8201,58146,688
9162,123.978579274551,10.085255261897,19.75418,18.51449,17.8621,17.50958,17.30067,5935,4,50,2.7259554767464305e+18,GALAXY,0.1410883,2421,54153,552
87843,114.167294422296,38.2896110147177,20.76605,20.20747,20.35775,20.41625,20.77108,1402,3,41,4.8539813127024845e+17,STAR,0.0008210069,431,51877,492
37629,241.9615359408,10.7891714612726,22.86001,21.52632,20.41821,19.63322,19.30543,5317,3,125,5.859226922064828e+18,GALAXY,0.5451968,5204,56036,159
83304,117.523253022607,24.6731579311506,23.88303,22.55284,20.61709,19.55644,19.21177,2961,4,16,5.028446928230439e+18,GALAXY,0.4141261,4466,55857,647
66269,245.864371517154,23.7462799648646,19.833,18.28096,17.49889,17.08046,16.80099,3919,3,282,1.7711054787728115e+18,GALAXY,0.08347884,1573,53226,236
34653,158.093587251452,18.4632115479159,23.42222,22.45844,20.87956,19.94927,19.35749,5935,5,277,6.62602743078744e+18,GALAXY,0.4716793,5885,56036,387
41962,21.3763869561644,18.7000061021256,23.36828,22.66035,21.6286,20.87179,20.93278,7913,2,93,8.157237295386482e+18,GALAXY,0.5399511,7245,56636,336
39590,123.578924571827,9.52973748306147,18.21029,17.07017,16.71898,16.61392,16.57087,5935,3,46,2.725815563891796e+18,STAR,8.557873e-05,2421,54153,43
81035,12.6771036404245,-2.80331179357508,23.84305,22.04077,20.33806,19.42673,18.87526,7907,3,156,4.920201102568479e+18,GALAXY,0.4296047,4370,55534,67
10980,130.41415125798,0.535843609602426,23.78504,21.5189,20.42913,19.53513,19.02906,1239,5,67,5.396458414342953e+18,STAR,0.0004488742,4793,55648,73
56299,147.68381330624,39.3802251796149,22.16043,19.39087,17.90211,17.3617,17.0822,3606,5,158,5.219750133189859e+18,GALAXY,0.2487101,4636,55945,284
61548,192.717385168612,-1.83346118610817,19.33859,18.17183,17.70604,17.44308,17.34378,1140,5,266,3.795478739996119e+17,GALAXY,0.08235813,337,51997,435
88400,156.281308282083,32.9819900857079,20.86802,20.75172,20.61026,20.22909,20.62678,4518,1,183,1.1566422386711747e+19,QSO,1.533956,10273,58466,191
44323,140.63261085653,35.5817048154645,24.63542,21.34377,19.641,18.90031,18.41434,3560,4,222,5.228699607698266e+18,GALAXY,0.3598094,4644,55922,74
55207,172.752617443389,53.3652542827154,22.16585,21.12632,20.3051,19.91799,19.2953,2821,1,154,7.541535522860323e+18,GALAXY,0.3286732,6698,56637,938
53527,231.442791656942,45.7355153004342,19.43202,18.26082,17.71786,17.38092,17.26151,3187,1,44,1.1834775239047516e+18,GALAXY,0.1157694,1051,52468,570
26970,151.873746935527,1.0943268033117,24.79769,21.71515,21.43262,21.23602,21.30331,756,6,241,4.311332790866303e+18,GALAXY,0.9587517,3829,55300,953
73217,257.531948341611,33.5876878318582,20.19131,17.99883,16.98802,16.56175,16.19791,2335,4,89,1.0966320475411844e+18,GALAXY,0.1099572,974,52427,20
65890,233.775760800195,36.4168070408811,22.78239,20.2027,18.60112,18.01637,17.58721,3926,5,49,5.600393363704797e+18,GALAXY,0.2935995,4974,56038,608
42221,340.953271608985,0.0997101418038769,23.53894,21.07628,19.44541,18.16989,17.43062,4192,4,229,7.601094741647955e+17,STAR,3.25378e-05,675,52590,462
97865,164.641073230694,3.41271620004986,23.31423,22.62087,20.81684,19.82754,19.13585,1992,6,99,5.327985777967389e+18,GALAXY,0.521901,4732,55648,827
12250,132.939321727354,4.33218202536445,23.34844,22.91269,20.94966,19.86086,19.51213,2986,3,96,4.294343416014461e+18,GALAXY,0.5645781,3814,55535,586
69436,8.63744768601933,-0.763794189115124,23.74122,22.15466,21.72206,21.52273,21.57033,4263,2,173,4.752493691968707e+18,QSO,3.174047,4221,55443,255
38432,134.216472393622,10.8437025282219,21.21439,19.95305,19.31892,19.09117,18.94786,5972,3,125,3.0072894408895764e+18,STAR,0.001214749,2671,54141,39
40889,236.899947198495,2.25213088402844,22.29905,21.05386,19.29345,18.59951,18.21,1458,5,748,4.5657606071572454e+18,GALAXY,0.3379549,4055,55359,860
30998,28.8745597437736,4.01848896456335,23.89699,22.74049,22.56184,21.68891,21.94682,7718,2,181,1.0614122440996182e+19,GALAXY,0.7974931,9427,58130,960
56145,155.259775416499,45.7909920809984,20.20703,18.41981,17.48137,17.09744,16.75348,2964,3,187,1.0628929866244035e+18,GALAXY,0.08722438,944,52614,158
95413,170.560753193989,1.94566925261553,23.31808,23.24527,21.24369,20.13508,19.45313,1992,2,138,5.32663447831107e+18,GALAXY,0.5832712,4731,55656,7
22155,222.901582227849,31.0913529184827,21.39246,20.68536,20.3907,20.42373,20.20384,4512,3,159,4.356130467541703e+18,STAR,-0.001107038,3869,55273,86
17613,165.871800810655,32.3724202238841,20.42328,18.16987,17.08785,16.61123,16.25132,4576,1,341,2.3711961185339576e+18,GALAXY,0.1457396,2106,53714,185
56443,114.108244248977,18.957537458962,20.53986,20.19717,19.98539,19.86377,19.67382,3560,5,30,1.247851318738448e+19,QSO,0.9302688,11083,58515,598
98399,224.542432534644,48.5304543249444,26.4958,21.81136,20.19771,19.34223,18.8699,3180,5,117,7.580842234423302e+18,GALAXY,0.4859428,6733,56369,575
24052,48.0442141827572,0.805459553427108,20.9239,20.11403,19.54096,19.08146,18.91695,4849,5,775,1.2003544796653425e+18,GALAXY,0.2030201,1066,52589,528
50242,122.361136976237,57.1593641310137,22.73585,23.38032,21.19769,19.97326,19.42033,4294,6,123,5.7974140260752e+18,GALAXY,0.6310872,5149,55944,565
58998,44.9485425521115,38.5052984190752,20.84361,19.44717,18.85404,18.60846,18.51136,5934,6,198,2.750665624999979e+18,STAR,6.775239e-05,2443,54082,335
31344,262.234206530563,32.8460119165143,18.3389,18.30706,18.5601,18.76071,18.93114,4682,2,277,2.546849438513522e+18,STAR,-0.0001630685,2262,54623,232
61241,140.948420304152,41.6629710979839,17.46825,15.96006,15.26577,14.90093,14.59082,2830,1,211,1.0573104915813764e+18,GALAXY,0.03294814,939,52636,329
92529,19.2740413505558,0.319363461457575,20.06854,18.98142,18.3408,17.99274,17.81733,4858,4,483,1.6878881128159908e+18,GALAXY,0.07822559,1499,53001,597
80828,1.25677471424243,-2.86311138894562,22.98823,22.81561,21.36207,20.24606,19.47551,7907,3,80,8.892542580606392e+18,GALAXY,0.6127898,7898,57363,673
51725,323.736831761583,0.0438843481750846,18.45468,16.62806,15.77392,15.30263,14.99383,4187,4,107,1.1123929985298205e+18,GALAXY,0.05474821,988,52520,14
33879,333.655576873772,23.4066771114105,23.00506,22.10292,20.36686,19.55998,19.12749,8110,2,69,6.699285694458911e+18,GALAXY,0.4810788,5950,56211,659
83006,320.462568411006,-7.94964598334016,18.7573,17.13211,16.38367,16.07686,15.9057,1737,2,89,2.5952326195536466e+18,STAR,0.000133913,2305,54414,121
73908,202.645773613642,41.8802707077469,21.53188,20.90507,20.72974,20.6749,20.29059,3893,5,262,7.455760417190861e+18,STAR,-0.001043411,6622,56365,186
67246,237.543978797322,15.7662715897666,20.67533,18.77883,17.59451,17.10622,16.76449,4678,3,239,2.835047922452687e+18,GALAXY,0.1639989,2518,54243,116
88807,262.616854917654,32.1022470766364,19.9402,18.27713,17.62581,17.37,17.24055,4682,2,283,2.5367218357021184e+18,STAR,-0.0001200394,2253,54551,252
13121,172.88708603122,-8.56709156074951,18.39406,16.94475,16.4514,16.29561,16.22816,5973,1,14,3.221204383291173e+18,STAR,-3.309034e-05,2861,54583,17
8257,123.864717304554,43.2150918531929,22.59305,21.60801,20.50802,19.81979,19.53704,2076,4,135,7.182165365019138e+18,GALAXY,0.5603421,6379,56340,181
93380,20.5324193187218,0.354123054369795,22.69622,20.08459,18.87671,18.42204,18.05893,4858,4,491,8.80244116984826e+18,GALAXY,0.1769235,7818,56989,566
13914,245.157311342551,14.5134487273215,18.50088,18.26868,18.22278,18.07446,18.03678,4670,3,317,2.479307520997353e+18,QSO,0.5066258,2202,53566,276
30902,240.004299169043,21.0073957256442,22.17341,20.97714,19.15182,18.52658,18.1124,4576,2,781,4.4304613027592494e+18,GALAXY,0.3509447,3935,55326,164
72858,351.542643719491,14.6181527146402,22.58327,22.41367,20.59029,19.92423,20.16946,2566,4,254,6.916581903517899e+18,GALAXY,0.4128369,6143,56267,650
20292,219.216871086341,42.5894835022639,21.54835,19.26789,17.85456,16.64175,15.98457,3699,5,185,1.571883315756034e+18,STAR,0.0001689531,1396,53112,462
58170,246.636067194599,40.4742178205758,24.75886,21.30931,20.94856,20.95965,20.87828,3225,5,231,6.80613980552694e+18,QSO,3.145884,6045,56072,272
20949,34.8034590966199,-4.11707569605035,21.48895,20.99035,20.86068,20.65947,20.79064,7865,4,147,8.87555430078666e+18,STAR,-0.0004290846,7883,57331,310
36694,181.323596145146,46.3725423238618,24.51655,21.94379,19.98404,19.10404,18.67739,3698,1,153,7.477280883705403e+18,GALAXY,0.4586142,6641,56383,653
8525,221.799958258655,41.7479031731204,24.37075,22.46771,20.58942,19.61883,19.09285,3699,5,199,6.815207203362068e+18,GALAXY,0.5717137,6053,56091,491
