Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
6.11,1.94,1.12,0.159,B9III,12.549009,0
9.32,3.89,1.25,0.625,G3V,17.269749,1
7.81,4.32,0.95,1.137,K1III,15.987419,0
8.81,3.86,1.18,0.54,A5V,16.742937,1
6.28,8.4,0.71,0.897,G8III,15.901396,0
9.96,-0.79,1.91,0.388,F0V,14.448135,1
7.82,6.29,0.87,1.102,K1III,16.813253,0
8.65,1.64,1.02,1.221,K1III,14.724218,0
9.44,1.92,1.45,1.094,K1III:,15.856506,0
4.83,8.02,0.65,1.216,K2III,14.350872,0
6.62,7.33,0.82,0.9,G6/G8III,15.945519,0
8.97,11.56,1.31,0.674,G3V,19.28479,1
8.12,3.13,0.99,1.176,K1III,15.597722,0
8.95,3.96,1.35,0.443,F0V,16.938477,1
7.47,5.94,0.9,0.925,G8III,16.338932,0
5.97,3.86,0.98,1.584,M2III,13.902937,0
8.81,7.5,1.2,0.549,F7V,18.185307,1
5.84,15.35,0.74,1.0,K0III,16.770542,0
7.24,3.76,1.88,1.167,K2III,15.115939,0
8.72,3.68,0.92,1.192,K2III/IV,16.54924,1
4.72,16.89,0.56,1.047,K0III,15.858149,0
8.2,8.59,0.86,0.837,G8IV,17.869965,1
6.81,6.18,0.52,1.26,K5III,15.764942,0
4.59,13.19,0.67,0.953,G8III,15.191224,0
7.51,5.66,0.82,1.112,K1III-IV,16.274082,1
12.2,14.47,3.89,1.294,K7V:,23.002342,1
7.74,4.91,0.95,1.172,K2III,16.195408,0
6.03,4.52,0.87,1.525,K5III,14.305693,0
9.73,7.98,1.22,1.056,G8/K0III,19.240013,0
7.92,12.64,0.8,0.508,F6V,18.428736,1
8.55,1.38,1.06,1.212,K1IV/VCN...,14.249395,1
7.72,1.53,0.85,0.056,A0II,13.643457,0
8.41,3.88,2.01,0.486,F5V,16.354158,1
8.89,16.87,1.39,0.774,G8V,20.025578,1
6.77,7.07,0.92,0.097,A4V,16.017097,1
6.41,2.17,0.63,0.998,G3II,13.0922985,0
7.78,3.24,0.85,0.105,A0V,15.332726,1
9.74,19.99,1.06,0.905,K2V,21.244064,1
8.62,4.44,1.16,1.039,K0III,16.856915,0
7.02,4.6,0.57,1.032,K1III,15.33379,0
7.57,18.03,1.04,0.468,F6V,18.84998,1
9.15,5.29,1.23,0.402,F3V,17.767277,1
6.6,19.99,0.79,0.526,F8IV-V,18.104063,1
7.78,30.58,1.08,0.664,G5V,20.207188,1
8.77,28.63,1.12,0.78,K0V,21.054108,1
9.25,-1.21,1.4,1.397,K2/K3III,14.663927,0
8.98,4.23,1.38,0.483,F5V,17.111702,1
8.08,4.57,0.82,1.068,K1III,16.379581,0
8.94,-0.32,1.13,-0.054,O9V,11.46575,1
7.09,6.89,0.76,0.969,G8II,16.281096,0
6.41,10.26,0.67,1.188,K2III...,16.465736,0
8.47,2.28,1.0,1.537,K5III,15.259674,0
7.74,2.08,0.71,1.11,K0III,14.330317,0
9.31,12.96,0.88,0.603,G3V,19.873026,1
7.45,20.45,0.99,0.617,G2/G3V,19.003468,1
8.62,1.54,1.01,0.94,G8III,14.557604,0
7.23,5.5,0.99,1.092,K2III,15.931812,0
12.04,27.77,3.55,1.453,M2V:,24.25788,1
8.32,9.71,0.85,0.591,G2V,18.256096,1
6.78,1.78,0.81,1.491,K3III,13.032101,0
9.02,21.72,1.37,0.745,G6V,20.7043,1
5.42,6.04,0.79,1.311,K1III,14.325185,0
6.05,7.55,1.22,-0.024,B9.5V,15.439735,1
10.08,4.62,1.68,0.407,F2V,18.40321,1
7.34,5.54,0.92,1.122,K3III,16.057549,0
9.35,3.91,1.56,0.41,F2V,17.310884,1
10.01,7.07,1.66,0.635,G0V,19.257097,1
10.22,4.3,1.52,0.05,A1V,18.387342,1
9.99,-0.41,1.55,1.044,A0:Ia,13.053919,0
7.69,1.02,0.98,1.004,G8III-IV,12.733001,1
9.26,1.63,1.28,1.068,K0III,15.320938,0
9.91,2.46,1.19,0.449,F0V,16.864676,1
9.27,7.87,1.31,0.673,G3V,18.749874,1
8.66,2.04,0.82,1.036,G8III,15.208151,0
8.3,4.52,1.17,1.381,K1II-III,16.575691,0
7.77,9.25,1.02,0.231,A5V,17.600708,1
7.89,4.43,0.95,1.011,G8III-IV,16.122019,1
8.87,0.58,1.07,0.889,F0Ia,12.6871395,0
8.95,2.68,1.16,1.036,K1III,16.090673,0
8.26,2.86,0.75,1.075,K1III,15.54183,0
8.09,6.63,1.13,0.749,G6IV/V,17.197567,1
10.26,-1.75,2.55,0.101,A2V,16.475191,1
6.66,11.16,1.08,0.24,A9V,16.898321,1
5.2,17.62,0.86,0.271,A7III,16.43003,0
8.36,2.62,1.06,0.836,G5III,15.451507,0
8.75,5.83,1.02,0.401,F2IV,17.578342,1
7.7,3.84,0.92,1.066,K1IIICN...,15.621656,0
8.23,6.14,1.13,0.513,F6V,17.170841,1
7.31,1.61,0.9,1.22,F5Ia,13.34413,0
7.55,5.66,0.98,1.24,K1/K2III,16.314083,0
8.51,6.45,1.17,0.446,F3V,17.557798,1
8.75,13.17,0.85,0.499,F5V,19.347929,1
8.78,11.36,5.31,0.529,F5/F6V,19.056892,1
9.43,7.19,1.26,0.568,F7/F8V,18.713646,1
9.21,3.51,0.97,1.328,K2III,16.936535,0
9.67,10.99,1.73,0.45,G8V,19.874989,1
7.14,19.09,0.92,0.593,G1V,18.54403,1
5.87,1.57,1.67,1.073,G8III,11.849499,0
7.52,5.62,0.64,0.842,G5IIIp,16.268682,0
6.46,10.15,0.49,0.107,A3V,16.492329,1
7.27,3.56,0.84,1.435,K4III,15.02725,0
6.91,16.79,0.57,0.378,F2IV/V,18.035254,1
8.98,3.54,1.3,0.569,F7V,16.725016,1
6.86,6.5,0.83,0.897,G8III-IV,15.924568,1
8.87,9.11,1.35,0.476,F5V,18.667591,1
9.69,1.81,1.24,0.894,G8/K0IV/V,15.978392,1
5.94,15.01,0.71,0.297,A7V,16.821903,1
7.3,11.41,0.98,0.264,A9V,17.58643,1
8.84,8.49,0.96,0.759,G6/G8III/IVe,18.484539,1
5.78,11.29,0.92,1.084,K0III,16.04347,0
8.91,1.77,1.49,1.592,K3III,15.149866,0
6.19,9.89,0.98,0.937,K0II,16.165981,0
5.74,134.04,0.86,0.89,K2V,21.376171,1
8.69,4.11,1.04,1.212,K2III,16.759209,0
8.91,5.9,1.19,0.905,G8V,17.76426,1
8.86,2.14,1.3,1.07,G8III/IV,15.512069,1
5.97,6.23,0.8,1.015,K0III,14.94244,0
9.43,1.52,1.51,0.47,F2V,15.339218,1
8.42,0.56,1.04,1.048,K1IIICN...,12.16094,0
9.37,4.33,1.22,1.018,K0/K1III:,17.55244,0
8.55,2.18,1.38,1.179,K1III,15.242283,0
8.62,2.53,1.08,0.877,G8III,15.635603,0
7.79,39.16,1.11,0.832,K0V,20.754211,1
11.25,-1.98,2.61,0.218,B2V,17.733326,1
7.85,6.06,0.7,1.186,K2III/IVCN.,16.762363,1
5.42,13.22,0.64,1.03,K0III,16.026157,0
9.45,4.27,1.35,0.381,F0V,17.602139,1
7.34,2.38,0.93,1.483,K4III,14.222885,0
9.08,8.85,1.12,0.526,F7V,18.814716,1
9.31,6.51,1.2,0.226,A9V,18.377907,1
9.65,3.05,1.65,1.2,K0III,17.071499,0
9.22,6.86,0.9,0.368,F3V,18.40162,1
9.53,9.32,6.16,0.785,G8/K0V,19.377079,1
3.41,13.94,0.64,1.542,K5II-III,14.131313,0
8.17,8.3,1.08,0.361,F0V,17.76539,1
9.62,26.64,1.4,1.128,K5V,21.747671,1
9.06,6.43,1.25,0.404,F0V,18.101055,1
7.59,6.41,0.89,0.972,K0III,16.62429,0
9.03,3.85,1.46,1.263,K2III,16.957304,0
6.39,12.01,0.84,1.143,K1III,16.787716,0
9.06,1.28,4.29,0.57,G3V,14.59605,1
8.86,9.46,1.18,0.66,G3V,18.739456,1
8.49,5.7,0.88,0.279,A8III,17.269375,0
9.6,25.59,1.39,0.958,K2V,21.640352,1
5.93,8.68,0.71,1.037,K0III,15.622599,0
9.0,1.88,0.82,1.393,K2/K3III:,15.37079,0
7.46,3.8,0.89,1.214,K1III,15.358918,0
9.18,0.46,1.24,1.168,K2III,12.49379,0
8.16,2.48,1.17,0.909,G8III,15.132257,0
8.02,4.4,0.86,0.97,G4III,16.237263,0
8.03,9.53,1.19,0.515,K0:III:+...,17.925465,0
7.39,5.84,0.92,1.074,K2III,16.222065,0
10.03,3.31,1.41,0.493,F3/F5V,17.629139,1
9.8,5.68,1.44,0.406,F2V,18.571743,1
8.99,1.22,1.14,1.704,M2III:,14.421799,0
6.94,0.22,0.78,0.059,B1III,8.652113,0
7.45,34.3,0.89,0.726,G8V,20.126469,1
7.56,13.5,4.6,0.676,G1V,18.21167,1
7.89,6.87,1.2,1.115,K1III,17.074783,0
7.43,8.34,1.04,0.325,F0III,17.03583,0
9.13,8.77,2.31,0.514,F7/F8V:,18.844997,1
8.8,6.35,1.05,0.325,F2Vs,17.81387,1
7.39,2.53,0.57,-0.018,B9IV,14.405602,1
9.38,6.04,1.21,0.338,A9V,18.285185,1
10.1,3.94,1.55,0.573,F7/F8V+...,18.07748,1
8.29,5.67,0.98,0.911,K1III/IV,17.057915,1
9.32,4.32,1.37,0.549,F6V,17.497417,1
8.85,2.62,1.16,1.113,K1III,15.941507,0
7.8,4.02,0.82,0.363,F0III,15.821131,0
9.15,2.56,1.17,0.972,G8IV,16.1912,1
8.15,6.15,1.0,0.425,F3V,17.094376,1
6.95,8.7,0.85,0.561,F8IV,16.647594,1
7.95,3.52,0.93,1.415,M5III,15.682713,0
9.68,3.53,1.42,0.326,A9V,17.418875,1
8.55,1.78,1.18,1.341,K2/K3III,14.8021,0
8.17,4.72,1.16,0.995,K0III,16.539711,0
8.54,1.65,1.08,1.101,K0III,14.62742,0
9.12,8.1,1.18,0.666,G3V,18.662426,1
7.75,4.71,0.89,1.152,K2III,16.115105,0
8.84,2.31,1.44,1.05,K1III,15.65806,0
10.84,-1.34,1.51,1.1,G8III,16.475525,0
7.83,1.88,0.84,1.215,K2III,14.200789,0
6.75,8.41,0.68,0.444,F3/F5IV,16.37398,1
7.57,3.09,0.82,1.302,K5III,15.019793,0
5.13,14.83,0.86,0.071,A3V,15.985705,1
7.44,6.1,0.67,0.443,F3V,16.36665,1
4.77,15.54,0.82,0.998,K0IIIvar,15.727255,0
6.9,4.84,0.54,0.01,G8III,15.324226,0
7.83,1.12,0.83,1.311,G8III,13.07609,0
6.84,6.28,0.93,0.989,K0III,15.829799,0
7.8,2.69,0.95,1.205,K2III,14.948762,0
8.02,34.52,1.04,0.87,K0IV,20.710354,1
9.7,8.82,1.54,0.624,F8/G0V,19.427341,1
6.92,3.62,0.98,1.289,K2/K3III,14.713543,0
9.47,8.41,1.17,0.563,G0V,19.093979,1
9.66,3.53,1.48,0.47,F2V,17.398874,1
6.06,11.89,0.67,0.446,F5III/IV,16.43591,1
8.52,16.26,0.98,0.687,G3V,19.575603,1
6.2,23.87,0.65,0.404,F3/F5IV/V,18.089262,1
5.88,6.54,1.0,1.52,K5III,14.957889,0
8.6,18.51,1.19,0.763,G8V,19.937033,1
5.55,14.67,1.72,-0.048,A0Vn,16.382149,1
8.69,3.59,1.14,1.118,K0III,16.465473,0
7.37,4.73,0.58,1.08,K0III,15.744306,0
8.85,1.28,1.38,1.012,K0III,14.38605,0
9.54,3.37,0.88,0.484,F3/F5V,17.17815,1
8.97,7.11,0.88,0.491,F5V,18.229347,1
6.75,6.97,0.88,1.015,K0III,15.966164,0
8.36,2.27,1.02,1.457,K2/K3III,15.140129,0
8.32,7.95,1.05,0.501,F6V,17.821835,1
4.61,17.11,0.77,0.928,K0III SB,15.776251,0
9.33,2.8,1.22,0.15,B1II,16.56579,0
8.23,5.79,1.05,0.571,F6/F7V,17.043392,1
7.97,4.3,0.7,0.986,K0III,16.137342,0
8.97,1.69,1.44,1.349,K2III,15.109434,0
9.01,1.44,0.98,1.122,K0III,14.801813,0
8.32,4.27,1.23,1.048,K0III,16.47214,0
9.17,2.17,1.36,0.331,F0V,15.852299,1
9.7,2.1,1.55,0.418,F5V:,16.311096,1
7.37,28.54,0.84,0.653,G3V,19.64727,1
9.41,3.88,1.6,0.437,F2/F3V,17.354158,1
9.18,2.16,1.59,0.981,K0III,15.852269,0
6.64,3.39,0.78,1.548,K4III,14.290998,0
8.59,3.96,0.88,0.416,F2II,16.578476,0
9.45,2.5,1.54,1.049,G8III,16.439701,0
8.26,-0.19,1.51,0.306,O9.5Ib,9.653769,0
6.2,17.86,0.88,0.459,F2III,17.459408,0
6.69,5.64,0.84,-0.078,B9V,15.446396,1
8.23,2.72,0.74,1.474,M0/M1III,15.402843,0
7.24,1.96,0.57,1.39,K2IICNp...,13.701281,0
7.48,10.3,0.61,0.246,A5III,17.544188,0
8.27,7.77,2.24,0.517,F6IV/V,17.722107,1
7.85,4.16,0.77,1.029,K0III,15.945467,0
9.52,4.4,1.07,0.19,A0V,17.737263,1
7.06,1.15,0.74,0.63,F5Ib-II,12.363489,0
9.71,5.46,0.99,0.52,F8/G0V,18.395962,1
7.21,21.66,0.87,0.477,F6V,18.888294,1
7.78,8.38,0.73,1.085,K1III,17.396221,0
8.8,2.56,0.78,1.27,K2III,15.8412,0
7.84,14.21,1.19,0.654,G3/G5V,18.60297,1
7.26,-0.02,0.74,1.92,K5III,3.7651498,0
8.92,-1.6,1.44,1.491,K3III,14.9406,0
8.26,4.01,1.09,1.194,K2III/IV,16.275723,1
6.07,8.72,0.84,1.139,K3III:,15.772583,0
9.05,2.36,1.09,0.342,F2III,15.91456,0
6.14,6.65,0.66,0.998,K1IV,15.254108,1
8.64,8.57,1.23,0.476,F5V,18.304905,1
8.62,5.37,1.13,0.364,F0IV/V,17.26987,1
11.52,9.78,3.14,1.38,K7V:,21.471695,1
7.0,7.1,0.68,1.06,K2III,16.25629,0
9.52,3.67,1.45,0.44,F3V,17.34333,1
8.89,3.19,1.35,1.142,K1III,16.408955,0
6.12,9.31,0.9,1.076,K1III,15.964748,0
8.98,8.11,1.3,0.48,F3V,18.525105,1
8.82,5.29,1.26,1.219,K1IV,17.437279,1
7.29,6.19,0.72,0.092,A2V,16.248453,1
9.04,6.58,2.55,0.36,G0V,18.13113,1
8.31,0.82,0.84,1.532,K4/K5III,12.879069,0
9.5,18.1,1.47,0.931,K1V,20.788393,1
6.87,3.59,0.83,1.638,K5III,14.645473,0
7.7,27.28,0.96,0.691,G5V,19.879223,1
6.84,6.72,0.79,1.101,K1III,15.976847,0
7.94,3.1,0.85,0.051,B9/B9.5V,15.396809,1
6.18,9.75,0.84,1.17,K2III,16.125023,0
6.57,5.22,1.22,0.056,A0V,15.158352,1
8.2,9.41,1.53,0.5,F5V,18.067947,1
6.37,5.54,0.74,1.141,K1III,15.087548,0
7.85,7.57,1.06,0.561,F7V,17.24548,1
7.85,2.34,0.94,1.61,M0III,14.696079,0
9.3,10.02,1.27,0.449,F5Vw...,19.30434,1
8.6,16.82,2.26,0.612,G2V,19.72913,1
6.69,3.28,0.79,-0.026,B8IIIp (Si),14.269369,0
5.38,4.27,0.54,0.008,B9III,13.53214,0
8.81,5.36,1.04,1.13,K0/K1III,17.455826,0
6.41,-0.17,0.66,1.081,G0Ib,7.5622444,0
7.88,5.58,5.72,0.571,G6:III:+...,16.61317,0
9.75,4.53,1.55,0.354,F0V,18.03049,1
10.14,3.22,2.78,0.42,F2V,17.67928,1
8.26,3.73,1.23,1.1,K0III,16.118546,0
8.02,1.83,0.86,0.072,B8II,14.332256,0
6.09,10.58,0.72,1.012,K0III,16.21243,0
4.99,4.41,0.62,-0.071,B8III,13.212193,0
7.02,2.12,0.84,1.666,M1/M2III,13.65168,0
7.21,5.19,0.81,0.903,G8III,15.785836,0
8.66,2.27,0.97,0.957,G8IV,15.440128,1
8.08,-1.59,1.15,1.127,G5III,14.086986,0
8.88,7.36,1.32,0.453,F3V,18.21439,1
8.45,4.11,1.1,0.415,F2/F3IV/V,16.519209,1
8.97,1.74,2.12,0.674,B7IIIe+K3III,15.172747,0
9.04,8.98,0.93,0.546,F7V,18.806381,1
8.62,1.44,1.17,0.943,G8III,14.411812,0
8.85,3.21,1.21,1.039,G8III,16.382526,0
9.23,4.79,1.45,0.377,A9V,17.631678,1
6.99,4.33,0.78,1.428,K4III,15.17244,0
5.75,33.71,0.72,0.639,G2IV,18.388794,1
9.14,1.88,1.28,1.245,K0III,15.51079,0
6.25,16.16,0.96,0.526,F6/F7V,17.292206,1
8.01,7.14,1.01,0.988,G8III/IV,17.278492,1
7.86,10.41,0.91,0.651,G2/G3IV,17.947254,1
8.34,3.84,1.12,0.945,K0III,16.261658,0
6.04,12.88,0.65,1.001,K0IV,16.589579,1
7.82,2.0,0.87,1.376,K7V,14.3251505,1
9.06,4.72,1.07,0.43,F6IV,17.42971,1
9.31,9.35,1.26,0.539,F8V,19.164059,1
7.33,10.92,0.64,0.444,F2V,17.521114,1
8.69,1.48,2.25,1.019,G8III,14.541308,0
9.64,13.68,1.38,0.817,K0V,20.32043,1
7.59,5.36,0.88,1.005,G8IV,16.235825,1
6.43,5.76,0.67,0.838,G8III...,15.232113,0
6.6,7.19,0.74,1.141,K1III,15.883644,0
7.68,2.87,1.15,1.549,K4III,14.96941,0
8.3,5.79,1.84,0.905,G8IV,17.113392,1
8.44,9.13,1.12,0.289,F0V,18.242353,1
8.48,0.38,1.24,1.54,K4/K5III,11.378918,0
9.31,1.66,1.41,1.285,K2III,15.410541,0
7.71,14.85,0.8,0.446,F5/F6V,18.568632,1
9.11,3.45,1.33,0.978,K0III,16.799095,0
9.31,2.26,1.49,1.195,K1/K2III,16.080544,0
5.57,12.55,0.62,1.052,K1III,16.06322,0
8.26,4.64,2.05,0.96,G2V SB,16.59259,1
8.88,4.92,1.18,1.031,K2V,17.339825,1
9.27,5.77,1.1,0.503,F5V,18.07588,1
7.59,3.82,0.62,1.341,K2III,15.500318,0
8.64,1.5,1.04,1.606,K5III,14.520456,0
8.76,18.13,1.01,0.602,G3V,20.05199,1
7.53,4.24,0.87,0.98,K0III,15.66683,0
8.28,4.03,0.91,0.148,A3V,16.306526,1
7.42,1.6,0.79,1.524,K4III,13.4406,0
8.41,13.02,1.01,0.53,F5V,18.983055,1
7.89,2.13,2.65,1.08,M7/M8IIIe,14.5318985,0
6.09,27.18,4.3,0.632,G2V,18.261248,1
7.61,3.45,0.66,1.185,K1/K2III,15.299095,0
8.29,24.75,1.22,0.684,G6Vw...,20.257877,1
8.02,17.12,1.0,0.667,G1III,19.18752,0
6.86,4.29,0.85,1.475,K5III,15.022287,0
8.79,-0.24,1.29,1.504,M2III,10.691056,0
9.22,0.64,0.93,1.428,K2/K3III:,13.2509,0
6.31,8.6,0.56,0.912,G5III...,15.982492,0
9.49,4.92,3.74,1.232,K2III:,17.949825,0
8.47,3.52,0.79,0.888,K0III,16.202713,0
4.82,12.22,0.59,0.864,G8III,15.255356,0
7.62,3.73,0.94,0.955,G8III,15.478544,0
9.21,6.04,1.17,0.795,G8V,18.115185,1
8.87,2.8,1.48,0.434,F2V,16.10579,1
5.41,5.94,0.73,1.226,K1III,14.278932,0
9.39,6.77,1.23,0.9,K0IV/V,18.542944,1
6.99,23.8,0.86,0.9,K0IV,18.872885,1
9.48,4.5,1.58,0.529,F6V,17.746063,1
8.75,1.81,1.09,1.168,K1III,15.038393,0
7.85,1.52,0.75,1.33,K2IIICN...,13.759218,0
5.64,11.24,0.55,0.078,A2IV,15.893831,1
8.62,14.22,1.17,0.756,G8III,19.384499,0
7.84,3.22,0.69,1.03,K0III,15.37928,0
8.56,2.75,0.76,0.997,G8/K0III,15.756664,0
9.23,1.06,1.29,0.91,K0III,14.356529,0
8.2,2.34,0.82,1.311,K2/K3III,15.04608,0
5.92,7.35,0.73,1.327,K2III,15.251437,0
9.26,6.03,1.28,0.616,G0V,18.161587,1
7.62,2.6,0.61,1.297,K2/K3III,14.694866,0
8.57,3.13,1.25,1.56,K0III,16.047722,0
8.92,1.59,0.84,1.106,K1/K2III,14.926986,0
8.38,3.53,1.3,0.781,K0/K1III+..,16.118874,0
9.86,2.3,1.46,0.157,A3III,16.668638,0
8.46,22.07,2.88,0.679,G3V,20.179012,1
6.25,4.06,0.6,1.634,M2III,14.29263,0
8.57,12.92,1.23,0.589,G1/G2V,19.126312,1
8.45,7.37,1.16,0.435,F3V,17.787338,1
6.54,14.04,0.81,0.468,F5IV,17.276836,1
8.34,4.09,0.71,0.246,A5V,16.398617,1
9.81,7.09,1.69,0.622,G3V,19.063232,1
7.8,0.15,0.9,1.634,M1III,8.680457,0
9.6,1.74,1.37,1.022,G8/K0III:,15.802746,0
8.51,6.98,3.27,0.391,F3V,17.729277,1
8.36,0.5,1.19,1.553,M2III,11.854849,0
8.85,2.74,1.37,0.935,K0III,16.038754,0
6.57,7.89,0.87,1.007,K1III,16.055386,0
7.72,2.41,1.05,1.487,K4III,14.630085,0
4.53,4.8,0.75,-0.136,B5V SB,12.936207,1
9.08,2.43,0.86,1.391,K2/K3III:,16.008032,0
7.73,4.76,0.86,1.138,K1III,16.118034,0
6.66,15.06,0.7,0.372,F3/F5IV+...,17.549126,1
8.15,16.84,1.03,0.543,F7V,19.281712,1
9.81,1.44,1.0,0.422,F0V,15.601812,1
8.51,10.6,1.04,0.623,G3/G5II,18.636528,0
9.55,10.79,1.44,0.622,G3/G5V,19.715107,1
8.7,2.05,1.29,1.091,K0IIICN...,15.258769,0
8.33,5.61,1.4,1.092,K1III,17.074814,0
5.99,9.79,0.92,1.034,G8III:,15.943913,0
4.37,7.86,0.94,1.631,M3III,13.847113,0
7.18,5.59,0.87,0.932,G8III,15.917059,0
9.5,35.95,1.22,1.157,K5V,22.278494,1
9.6,6.46,2.41,0.5,G2V,18.651163,1
9.07,17.5,1.23,0.734,G5/G6V,20.28519,1
8.83,5.7,1.16,0.479,F3V,17.609375,1
6.88,22.39,0.87,0.448,F7V,18.63027,1
8.43,1.87,1.16,0.952,G8III/IV,14.789208,1
4.27,17.14,0.81,0.952,K0III,15.440054,0
6.07,2.51,0.97,1.661,M1III,13.068369,0
8.03,4.12,1.07,0.97,G8/K0III,16.104485,0
10.16,4.45,1.71,0.53,F7/F8V,18.4018,1
6.18,3.25,0.96,1.366,K2III,13.739416,0
8.11,2.3,1.19,0.89,G5/G6III,14.918638,0
8.6,8.29,0.97,0.435,F3V,18.192772,1
6.28,6.59,0.71,0.05,A3V,15.374428,1
7.94,4.68,0.69,1.028,G8III,16.29123,0
9.24,3.75,1.32,0.497,F5V,17.110157,1
8.0,1.84,0.93,1.034,K0III,14.324089,0
7.61,2.86,0.83,1.285,K1III,14.89183,0
7.2,2.75,0.81,1.081,K0III,14.396664,0
9.03,3.65,1.01,1.146,K2III/IVCN.,16.841465,1
9.22,8.43,1.11,0.514,F5V,18.849136,1
9.27,8.65,1.23,0.465,F2V,18.95508,1
8.25,10.55,0.84,0.415,F5/F6IV/V,18.366262,1
8.65,7.85,1.11,0.502,F5V,18.124348,1
8.49,62.48,0.82,1.076,K5V,22.468704,1
7.57,9.38,0.56,0.507,F8IV/V,17.431013,1
5.82,34.19,0.57,0.489,F6V,18.489496,1
8.95,6.12,1.33,0.4,F3V,17.883757,1
10.02,7.3,1.86,0.634,G2V,19.336615,1
9.28,0.97,0.98,1.181,K2III,14.213859,0
8.55,5.55,1.2,0.449,F0II,17.271465,0
9.05,0.28,1.09,1.561,M1III,11.2857895,0
6.91,3.11,0.74,1.12,G8II,14.373802,0
8.72,7.62,1.26,0.797,G5IV/V,18.129776,1
10.89,33.53,5.29,1.47,M1V:,23.517168,1
8.7,6.14,1.05,0.362,A9V,17.640842,1
8.24,2.93,1.02,1.044,K0III,15.574338,0
9.73,4.83,1.55,0.616,G3V,18.149734,1
8.99,0.05,1.24,1.177,K0III,7.4848495,0
8.81,2.57,1.05,0.45,G8/K0III/IV,15.859666,1
9.04,1.77,1.11,0.95,G8III/IV,15.279866,1
5.61,4.98,0.81,1.589,K5Iab:,14.096148,0
8.38,6.8,0.92,0.494,F5IV/V,17.542545,1
9.65,-0.15,1.72,1.09,G8III,10.530457,0
7.18,3.02,0.91,1.31,K0IV,14.580034,1
8.6,15.08,1.1,0.7,G6V,19.492008,1
5.84,6.85,0.82,1.576,M2III,15.018453,0
9.68,3.92,1.41,0.314,A9V,17.646431,1
7.97,3.61,0.89,0.967,G8III,15.757536,0
8.1,11.96,0.72,0.501,F6V,18.488655,1
9.52,8.41,3.44,0.629,G1V,19.14398,1
9.22,3.83,1.45,0.864,G6IV,17.135994,1
6.5,5.33,0.85,-0.108,B6III/IV,15.133636,1
8.77,3.36,1.19,1.393,K3III,16.401697,0
8.81,9.74,1.26,0.46,F3V,18.752796,1
6.23,23.87,0.78,0.398,F5IV,18.119263,1
6.28,4.06,0.74,1.681,M2.5IIIa,14.32263,0
7.74,43.16,0.93,0.966,K2V,20.915405,1
6.55,6.86,0.71,1.152,K2III,15.731621,0
7.7,1.75,0.93,1.636,M2III,13.91519,0
7.66,1.49,0.72,1.598,M3III,13.525931,0
8.94,16.98,1.09,0.711,G5V,20.089687,1
8.93,0.58,1.29,0.82,G6/G8IIIw..,12.74714,0
8.88,7.01,1.03,0.569,G0V,18.10859,1
6.86,25.74,0.62,0.447,F5V,18.913042,1
7.87,2.67,1.01,1.549,K4III,15.002556,0
9.44,1.74,1.35,1.007,K1/K2III,15.642746,0
8.06,3.8,1.2,1.126,K1III,15.958919,0
7.01,6.62,0.55,0.293,A8IV/V,16.11429,1
6.45,21.17,0.56,0.386,F2V,18.078604,1
6.35,6.03,0.77,1.179,K1III,15.251587,0
9.95,1.95,3.5,0.428,F3V,16.400173,1
3.62,11.09,0.82,0.974,G8III,13.844657,0
9.79,-0.45,1.61,0.471,F3V,13.056063,1
7.91,3.03,0.95,0.983,G8/K0III,15.317213,0
9.57,3.2,1.39,0.667,G5/G6V:w,17.095749,1
8.97,5.62,1.28,0.508,F5V,17.718681,1
9.56,4.72,1.06,0.422,F3V,17.92971,1
8.07,1.15,0.97,1.599,M0III,13.373488,0
9.8,5.93,1.51,0.586,G3V,18.665274,1
8.25,3.27,0.82,1.059,K0III,15.822739,0
7.93,2.81,1.14,1.013,K0III,15.1735325,0
5.49,9.78,0.71,0.978,G8/K0III,15.441694,0
9.15,5.75,1.4,0.537,F5V,17.94834,1
7.53,5.49,0.96,1.166,K0III,16.227861,0
8.41,16.24,0.7,0.588,G2V,19.46293,1
9.69,3.11,13.51,0.403,F0/F2V,17.153801,1
7.38,2.56,0.74,1.604,M1III,14.4212,0
9.1,2.37,0.87,1.419,K3III:,15.973742,0
7.5,2.5,0.69,1.703,M1III,14.4897,0
8.94,4.7,1.22,1.151,K2III,17.30049,0
7.05,3.15,0.72,-0.122,B5V,14.5415535,1
7.68,4.07,0.88,1.154,K1III,15.727972,0
9.27,4.51,1.13,1.046,K0III,17.540882,0
5.04,17.54,0.62,0.031,A1V,16.260147,1
7.17,3.81,0.97,0.823,G3III,15.074625,0
6.7,7.28,0.87,0.872,K0III,16.010656,0
8.68,2.0,1.01,0.078,A1V,15.18515,1
9.33,5.13,1.0,0.539,F6V,17.880587,1
9.11,10.52,1.23,0.697,G6V,19.220078,1
9.37,6.49,1.73,0.772,G8IV/V,18.431223,1
7.45,10.64,0.9,0.48,F5IV/V,17.58471,1
6.28,8.93,0.9,0.932,G8IIICN...,16.034258,0
7.37,5.24,0.74,1.077,K2II-III,15.966657,0
7.78,2.82,1.21,1.371,K3III,15.031246,0
9.05,14.5,0.86,0.589,G0/G1V,19.856838,1
9.85,2.67,1.59,0.513,F6V,16.982557,1
7.83,4.22,0.91,1.299,K3III,15.956562,0
